CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48309000598,Texas,McLennan,1,5593,1606,0,0.0,0.0,0,1,0,0,0,1,38.1,34795.0,0,1,0,1,0,0,0,0,19.0,4520.0,19.0,16.0,3218.0,16.0,4520.0,80.82,3218.0,57.54,1561.0,27.9,335.0,5.99,1990.0,35.58,281.0,5.02,9.0,0.16,0.0,0.0,45.0,0.81,2196.0,39.26,3878.0,69.33,70.0,4.35,266.0,16.58,19.0,0.34,16.0,0.29,5.0,0.1,1.0,0.01,8.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,17.0,0.3,0.0,0.02,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.0,1916.0,427.0,2458.0,356.0,10.0,0.0,48.0,2721.0,4748.0,93.0,315.0
48309000700,Texas,McLennan,1,3172,1102,0,29.0,0.91,1,1,1,0,0,1,29.5,59911.0,1,1,1,1,1,0,0,0,2895.0,3172.0,2895.0,1338.0,1450.0,1338.0,3172.0,100.0,1450.0,45.72,899.0,28.34,211.0,6.65,1691.0,53.31,637.0,20.08,12.0,0.38,2.0,0.06,29.0,0.91,801.0,25.25,1541.0,48.58,87.0,7.87,200.0,18.16,2895.0,91.28,1338.0,42.18,840.0,26.48,190.0,6.0,1535.0,48.41,552.0,17.4,12.0,0.36,1.0,0.04,28.0,0.88,767.0,24.18,1472.0,46.41,75.0,6.84,179.0,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0,899.0,211.0,1691.0,637.0,12.0,2.0,29.0,801.0,1541.0,87.0,195.0
48309000800,Texas,McLennan,1,2977,982,0,0.0,0.0,1,1,1,0,0,1,32.3,35451.0,1,1,1,1,1,0,0,0,2453.0,2977.0,2453.0,1505.0,1814.0,1505.0,2977.0,100.0,1814.0,60.94,959.0,32.21,195.0,6.55,1450.0,48.71,663.0,22.27,16.0,0.54,4.0,0.13,30.0,1.01,814.0,27.34,1401.0,47.06,61.0,6.16,317.0,32.27,2453.0,82.39,1505.0,50.54,791.0,26.58,166.0,5.56,1142.0,38.36,582.0,19.56,13.0,0.44,4.0,0.13,19.0,0.63,692.0,23.26,1158.0,38.91,50.0,5.11,261.0,26.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.0,959.0,195.0,1450.0,663.0,16.0,4.0,30.0,814.0,1401.0,58.0,304.0
48309000900,Texas,McLennan,1,4994,1608,0,161.0,3.22,1,1,1,0,0,1,40.9,30877.0,1,1,1,1,1,0,0,0,4640.0,4994.0,4640.0,3093.0,3348.0,3093.0,4994.0,100.0,3348.0,67.04,1588.0,31.8,448.0,8.97,2584.0,51.74,1127.0,22.57,12.0,0.24,2.0,0.04,35.0,0.7,1234.0,24.71,2088.0,41.81,45.0,2.81,414.0,25.74,4640.0,92.9,3093.0,61.94,1467.0,29.38,426.0,8.52,2436.0,48.78,1027.0,20.56,12.0,0.24,2.0,0.04,28.0,0.57,1135.0,22.72,1912.0,38.28,36.0,2.25,384.0,23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.0,1588.0,448.0,2584.0,1127.0,12.0,2.0,35.0,1234.0,2088.0,41.0,408.0
48309001000,Texas,McLennan,1,2937,934,0,0.0,0.0,1,1,1,1,1,1,40.9,26127.0,1,1,1,1,1,0,0,1,2937.0,2937.0,2937.0,2175.0,2175.0,2175.0,2937.0,100.0,2175.0,74.06,945.0,32.18,230.0,7.83,1307.0,44.5,824.0,28.06,7.0,0.24,0.0,0.0,32.0,1.09,767.0,26.12,1529.0,52.06,141.0,15.08,315.0,33.71,2937.0,100.0,2175.0,74.06,945.0,32.18,230.0,7.83,1307.0,44.5,824.0,28.06,7.0,0.24,0.0,0.0,32.0,1.09,767.0,26.12,1529.0,52.06,141.0,15.08,315.0,33.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,945.0,230.0,1307.0,824.0,7.0,0.0,32.0,767.0,1529.0,146.0,331.0
48309001100,Texas,McLennan,1,5979,1820,0,0.0,0.0,1,1,1,0,0,1,31.1,38112.0,1,1,1,1,1,0,0,0,2624.0,5274.0,2624.0,1719.0,3672.0,1719.0,5274.0,88.21,3672.0,61.42,1888.0,31.57,302.0,5.05,2008.0,33.59,1519.0,25.41,18.0,0.3,0.0,0.0,59.0,1.0,1669.0,27.91,2907.0,48.62,91.0,4.98,369.0,20.26,2624.0,43.88,1719.0,28.76,959.0,16.04,134.0,2.24,938.0,15.69,790.0,13.2,5.0,0.09,0.0,0.0,33.0,0.55,858.0,14.34,1560.0,26.09,28.0,1.55,179.0,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842.0,2134.0,358.0,2299.0,1694.0,20.0,0.0,66.0,1900.0,3268.0,94.0,406.0
48309001200,Texas,McLennan,1,3342,1092,0,16.0,0.48,1,1,1,1,1,1,46.6,24675.0,1,1,1,1,1,0,0,1,3288.0,3342.0,3288.0,2408.0,2450.0,2408.0,3342.0,100.0,2450.0,73.31,1171.0,35.04,247.0,7.39,843.0,25.22,1724.0,51.59,2.0,0.06,1.0,0.03,35.0,1.05,737.0,22.05,1418.0,42.43,227.0,20.78,500.0,45.75,3288.0,98.38,2408.0,72.06,1156.0,34.59,241.0,7.21,816.0,24.4,1709.0,51.14,2.0,0.06,1.0,0.03,35.0,1.05,725.0,21.7,1390.0,41.58,221.0,20.23,492.0,45.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.0,1171.0,247.0,843.0,1724.0,2.0,1.0,35.0,737.0,1418.0,192.0,425.0
48309001300,Texas,McLennan,1,2268,672,0,272.0,11.99,1,1,1,0,0,1,19.3,49000.0,1,1,1,1,1,0,0,0,1012.0,1873.0,1012.0,584.0,1044.0,584.0,1873.0,82.6,1044.0,46.04,685.0,30.22,189.0,8.32,1031.0,45.48,523.0,23.04,4.0,0.18,5.0,0.22,28.0,1.25,282.0,12.44,731.0,32.25,17.0,2.47,83.0,12.29,1012.0,44.64,584.0,25.75,352.0,15.52,96.0,4.25,467.0,20.6,355.0,15.64,3.0,0.13,1.0,0.07,22.0,0.97,164.0,7.23,403.0,17.76,6.0,0.89,45.0,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.0,843.0,213.0,1246.0,597.0,5.0,8.0,30.0,382.0,961.0,27.0,120.0
48309001400,Texas,McLennan,1,7399,2931,0,260.0,3.51,1,1,1,1,1,1,47.6,24279.0,1,1,1,1,1,0,0,1,5790.0,7242.0,5790.0,4102.0,4992.0,4102.0,7242.0,97.88,4992.0,67.47,2249.0,30.4,993.0,13.42,1668.0,22.54,4817.0,65.11,14.0,0.19,0.0,0.0,15.0,0.21,727.0,9.83,1182.0,15.98,546.0,18.65,1262.0,43.06,5790.0,78.25,4102.0,55.44,1818.0,24.57,796.0,10.76,1118.0,15.11,4102.0,55.44,12.0,0.16,0.0,0.0,12.0,0.16,545.0,7.37,840.0,11.35,472.0,16.12,1041.0,35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4896.0,2290.0,1007.0,1768.0,4834.0,14.0,0.0,17.0,766.0,1244.0,612.0,1309.0
48309001500,Texas,McLennan,1,2838,1076,0,10.0,0.35,1,1,1,1,1,1,36.2,31111.0,1,1,1,1,1,0,0,1,2468.0,2828.0,2468.0,1820.0,2066.0,1820.0,2828.0,99.65,2066.0,72.8,826.0,29.12,352.0,12.4,410.0,14.44,2071.0,72.97,8.0,0.28,0.0,0.0,19.0,0.67,320.0,11.29,508.0,17.9,106.0,9.84,210.0,19.56,2468.0,86.97,1820.0,64.13,736.0,25.95,286.0,10.07,379.0,13.36,1770.0,62.35,8.0,0.27,0.0,0.0,19.0,0.67,293.0,10.31,461.0,16.25,90.0,8.38,181.0,16.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.0,829.0,353.0,415.0,2073.0,8.0,0.0,19.0,323.0,511.0,76.0,153.0
48309001600,Texas,McLennan,1,6007,2272,0,1.0,0.02,1,1,1,0,0,1,29.7,43625.0,1,1,1,1,1,0,0,0,1918.0,2857.0,1918.0,954.0,1419.0,954.0,2857.0,47.56,1419.0,23.62,758.0,12.62,233.0,3.89,1493.0,24.86,759.0,12.64,51.0,0.85,0.0,0.0,35.0,0.58,519.0,8.63,774.0,12.89,97.0,4.26,298.0,13.13,1918.0,31.93,954.0,15.89,495.0,8.24,137.0,2.28,1105.0,18.4,496.0,8.26,26.0,0.43,0.0,0.0,23.0,0.38,268.0,4.46,443.0,7.37,51.0,2.24,215.0,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483.0,1824.0,537.0,3198.0,1040.0,72.0,0.0,62.0,1635.0,2432.0,231.0,586.0
48309001700,Texas,McLennan,1,5399,1941,0,4.0,0.07,1,1,1,1,1,1,18.9,48977.0,1,1,1,1,1,0,0,1,4073.0,5399.0,4073.0,2509.0,3147.0,2509.0,5399.0,100.0,3147.0,58.28,1528.0,28.3,593.0,10.98,3152.0,58.38,1201.0,22.24,25.0,0.46,0.0,0.0,56.0,1.04,965.0,17.87,1534.0,28.41,176.0,9.06,306.0,15.77,4073.0,75.44,2509.0,46.48,1128.0,20.89,469.0,8.68,2391.0,44.3,1012.0,18.74,22.0,0.42,0.0,0.0,27.0,0.5,620.0,11.48,977.0,18.1,118.0,6.09,235.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3503.0,1528.0,593.0,3152.0,1201.0,25.0,0.0,56.0,965.0,1534.0,185.0,322.0
48309001800,Texas,McLennan,0,2418,580,0,851.0,35.19,0,0,0,0,0,0,10.8,65855.0,0,0,0,0,0,0,0,0,,,,,,,2418.0,100.0,804.0,33.24,374.0,15.47,293.0,12.12,1535.0,63.48,582.0,24.07,9.0,0.37,1.0,0.04,6.0,0.25,285.0,11.79,632.0,26.14,7.0,1.12,42.0,7.29,2418.0,100.0,804.0,33.24,374.0,15.47,293.0,12.12,1535.0,63.48,582.0,24.07,9.0,0.37,1.0,0.04,6.0,0.25,285.0,11.79,632.0,26.14,7.0,1.12,42.0,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,374.0,293.0,1535.0,582.0,9.0,1.0,6.0,285.0,632.0,6.0,43.0
48309001900,Texas,McLennan,0,4258,1722,0,0.0,0.0,0,0,0,1,1,1,59.8,32579.0,0,0,0,0,0,0,0,1,,,,,,,4258.0,100.0,3678.0,86.39,771.0,18.11,176.0,4.13,2433.0,57.14,1059.0,24.87,122.0,2.87,0.0,0.0,14.0,0.33,630.0,14.8,983.0,23.09,123.0,7.13,341.0,19.82,2254.0,52.93,1792.0,42.08,711.0,16.71,147.0,3.46,869.0,20.41,857.0,20.13,20.0,0.46,0.0,0.0,11.0,0.26,497.0,11.68,782.0,18.36,78.0,4.54,160.0,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425.0,771.0,176.0,2433.0,1059.0,122.0,0.0,14.0,630.0,983.0,157.0,402.0
48309002000,Texas,McLennan,1,3684,1355,0,6.0,0.16,0,0,0,0,0,0,3.1,88443.0,1,1,1,1,1,0,0,0,1279.0,2947.0,1279.0,211.0,495.0,211.0,2947.0,79.99,495.0,13.43,752.0,20.4,511.0,13.86,2608.0,70.8,74.0,2.02,10.0,0.28,0.0,0.0,22.0,0.59,232.0,6.3,457.0,12.39,48.0,3.57,84.0,6.2,1279.0,34.73,211.0,5.72,312.0,8.47,229.0,6.22,1145.0,31.08,33.0,0.88,3.0,0.08,0.0,0.0,7.0,0.19,92.0,2.49,185.0,5.03,18.0,1.34,37.0,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0,961.0,612.0,3267.0,92.0,24.0,0.0,24.0,277.0,547.0,57.0,114.0
48309002100,Texas,McLennan,1,4337,1720,0,0.0,0.0,1,1,1,1,1,1,19.8,43443.0,1,1,1,1,1,0,0,1,2108.0,4230.0,2108.0,1302.0,2439.0,1302.0,4230.0,97.53,2439.0,56.24,1208.0,27.86,493.0,11.38,2151.0,49.6,1089.0,25.11,40.0,0.92,0.0,0.0,22.0,0.5,929.0,21.41,1551.0,35.77,168.0,9.75,316.0,18.4,2108.0,48.61,1302.0,30.02,607.0,13.99,255.0,5.88,1128.0,26.01,465.0,10.73,14.0,0.32,0.0,0.0,14.0,0.32,487.0,11.24,806.0,18.58,68.0,3.98,154.0,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167.0,1242.0,508.0,2206.0,1112.0,40.0,0.0,22.0,957.0,1593.0,200.0,359.0
48309002302,Texas,McLennan,1,4919,2399,0,168.0,3.42,0,1,0,1,1,1,24.5,35409.0,0,1,0,1,0,0,0,1,249.0,3037.0,249.0,109.0,1738.0,109.0,3037.0,61.75,1738.0,35.33,668.0,13.58,405.0,8.23,1495.0,30.4,904.0,18.38,53.0,1.08,7.0,0.15,17.0,0.34,561.0,11.41,804.0,16.35,234.0,9.73,226.0,9.41,249.0,5.07,109.0,2.22,50.0,1.03,31.0,0.63,131.0,2.66,64.0,1.3,6.0,0.12,1.0,0.02,2.0,0.05,45.0,0.91,63.0,1.28,6.0,0.25,17.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2934.0,1019.0,598.0,2493.0,1425.0,75.0,9.0,33.0,884.0,1241.0,482.0,389.0
48309002498,Texas,McLennan,1,4718,1956,0,0.0,0.0,0,0,0,0,1,0,14.1,57839.0,1,1,1,1,1,0,0,1,600.0,3471.0,600.0,272.0,1569.0,272.0,3471.0,73.58,1569.0,33.26,842.0,17.85,482.0,10.21,2394.0,50.75,505.0,10.71,26.0,0.55,0.0,0.0,22.0,0.46,525.0,11.12,850.0,18.02,158.0,8.09,307.0,15.68,600.0,12.73,272.0,5.77,164.0,3.47,61.0,1.29,362.0,7.67,127.0,2.69,4.0,0.09,0.0,0.0,2.0,0.03,106.0,2.25,166.0,3.52,44.0,2.27,50.0,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,1189.0,631.0,3119.0,706.0,42.0,1.0,28.0,822.0,1296.0,212.0,398.0
48309002501,Texas,McLennan,1,4651,2050,0,0.0,0.0,1,1,1,0,0,1,14.7,54828.0,1,1,1,1,1,0,0,0,1068.0,3674.0,1068.0,384.0,1319.0,384.0,3674.0,79.0,1319.0,28.36,797.0,17.14,642.0,13.81,2620.0,56.33,589.0,12.66,34.0,0.73,4.0,0.09,13.0,0.27,415.0,8.92,692.0,14.87,65.0,3.19,133.0,6.5,1068.0,22.95,384.0,8.25,195.0,4.2,249.0,5.35,867.0,18.65,134.0,2.88,8.0,0.16,0.0,0.0,1.0,0.03,57.0,1.23,114.0,2.46,12.0,0.59,40.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.0,1051.0,784.0,3227.0,826.0,45.0,5.0,17.0,531.0,908.0,97.0,167.0
48309002503,Texas,McLennan,1,5454,2182,0,512.0,9.39,0,0,0,0,1,0,2.5,78924.0,1,1,1,1,1,0,0,1,3560.0,5232.0,3560.0,493.0,665.0,493.0,5232.0,95.93,665.0,12.19,898.0,16.46,1827.0,33.49,4704.0,86.24,243.0,4.45,77.0,1.41,5.0,0.09,16.0,0.29,188.0,3.44,394.0,7.23,208.0,9.54,47.0,2.18,3560.0,65.27,493.0,9.04,568.0,10.42,1319.0,24.18,3157.0,57.88,200.0,3.67,59.0,1.09,1.0,0.02,13.0,0.23,130.0,2.38,305.0,5.6,201.0,9.21,33.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,941.0,1889.0,4914.0,247.0,80.0,5.0,16.0,192.0,412.0,179.0,48.0
48309002504,Texas,McLennan,1,3437,1279,0,0.0,0.0,0,0,0,0,0,0,5.8,113200.0,1,1,1,1,1,0,0,0,1117.0,2731.0,1117.0,141.0,370.0,141.0,2731.0,79.47,370.0,10.78,681.0,19.81,471.0,13.7,2494.0,72.58,73.0,2.11,82.0,2.38,1.0,0.03,19.0,0.54,63.0,1.83,162.0,4.71,9.0,0.73,25.0,1.92,1117.0,32.49,141.0,4.11,288.0,8.37,176.0,5.12,1024.0,29.79,22.0,0.64,49.0,1.43,1.0,0.03,2.0,0.04,19.0,0.56,71.0,2.06,5.0,0.35,10.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,870.0,590.0,3134.0,92.0,94.0,2.0,27.0,88.0,238.0,11.0,32.0
48309002600,Texas,McLennan,1,5315,2450,0,41.0,0.77,0,0,0,0,0,0,5.1,92132.0,1,1,1,1,1,0,0,0,2455.0,4651.0,2455.0,472.0,803.0,472.0,4651.0,87.5,803.0,15.11,856.0,16.11,1308.0,24.62,4105.0,77.23,247.0,4.65,45.0,0.85,2.0,0.04,19.0,0.36,232.0,4.37,494.0,9.3,48.0,1.97,71.0,2.91,2455.0,46.19,472.0,8.89,440.0,8.27,681.0,12.81,2192.0,41.24,127.0,2.4,24.0,0.46,2.0,0.03,7.0,0.14,102.0,1.93,227.0,4.27,0.0,0.0,37.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.0,909.0,1647.0,4722.0,267.0,50.0,2.0,22.0,252.0,549.0,132.0,86.0
48309002700,Texas,McLennan,1,3964,1487,0,8.0,0.2,1,1,1,1,1,1,30.5,33945.0,1,1,1,1,1,0,0,1,2963.0,3964.0,2963.0,2136.0,2788.0,2136.0,3964.0,100.0,2788.0,70.34,1193.0,30.1,385.0,9.71,2131.0,53.76,926.0,23.36,17.0,0.43,0.0,0.0,31.0,0.78,859.0,21.67,1580.0,39.86,142.0,9.58,236.0,15.89,2963.0,74.75,2136.0,53.88,899.0,22.69,286.0,7.23,1609.0,40.59,675.0,17.02,14.0,0.35,0.0,0.0,19.0,0.48,646.0,16.31,1213.0,30.59,79.0,5.28,176.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,1193.0,385.0,2131.0,926.0,17.0,0.0,31.0,859.0,1580.0,129.0,217.0
48309002800,Texas,McLennan,1,3789,1924,0,0.0,0.0,0,0,0,0,1,0,7.3,73875.0,1,1,1,1,1,0,0,1,3693.0,3789.0,3693.0,1221.0,1244.0,1221.0,3789.0,100.0,1244.0,32.82,605.0,15.97,988.0,26.08,3092.0,81.6,319.0,8.42,50.0,1.32,2.0,0.05,10.0,0.26,316.0,8.34,543.0,14.33,134.0,6.96,51.0,2.64,3693.0,97.47,1221.0,32.23,574.0,15.16,981.0,25.88,3036.0,80.12,309.0,8.16,50.0,1.32,2.0,0.05,10.0,0.26,286.0,7.55,505.0,13.33,133.0,6.9,50.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.0,605.0,988.0,3092.0,319.0,50.0,2.0,10.0,316.0,543.0,140.0,53.0
48309002900,Texas,McLennan,0,3689,1379,0,4.0,0.11,0,0,0,0,0,0,1.7,85142.0,0,0,0,0,0,0,0,0,,,,,,,3689.0,100.0,660.0,17.9,963.0,26.1,480.0,13.01,3393.0,91.98,80.0,2.17,57.0,1.55,1.0,0.03,22.0,0.6,136.0,3.69,388.0,10.52,0.0,0.0,32.0,2.31,3689.0,100.0,660.0,17.9,963.0,26.1,480.0,13.01,3393.0,91.98,80.0,2.17,57.0,1.55,1.0,0.03,22.0,0.6,136.0,3.69,388.0,10.52,0.0,0.0,32.0,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0,963.0,480.0,3393.0,80.0,57.0,1.0,22.0,136.0,388.0,0.0,35.0
48309003000,Texas,McLennan,1,3653,1765,0,243.0,6.65,0,0,0,0,1,0,18.4,63750.0,0,1,0,1,0,0,0,1,297.0,2338.0,297.0,116.0,1126.0,116.0,2338.0,64.01,1126.0,30.81,472.0,12.91,573.0,15.69,1524.0,41.71,576.0,15.78,32.0,0.86,2.0,0.06,9.0,0.24,196.0,5.36,326.0,8.91,239.0,13.57,202.0,11.43,297.0,8.12,116.0,3.17,49.0,1.33,83.0,2.27,219.0,6.0,37.0,1.02,8.0,0.22,2.0,0.05,0.0,0.01,30.0,0.82,49.0,1.35,22.0,1.23,26.0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.0,707.0,832.0,2401.0,823.0,43.0,3.0,14.0,369.0,617.0,447.0,358.0
48309003200,Texas,McLennan,1,4514,1755,0,0.0,0.0,1,1,1,1,1,1,20.0,51589.0,1,1,1,1,1,0,0,1,4514.0,4514.0,4514.0,2146.0,2146.0,2146.0,4514.0,100.0,2146.0,47.53,1195.0,26.47,534.0,11.83,2894.0,64.11,921.0,20.4,31.0,0.69,3.0,0.07,26.0,0.58,639.0,14.16,1084.0,24.01,171.0,9.72,353.0,20.09,4514.0,100.0,2146.0,47.53,1195.0,26.47,534.0,11.83,2894.0,64.11,921.0,20.4,31.0,0.69,3.0,0.07,26.0,0.58,639.0,14.16,1084.0,24.01,171.0,9.72,353.0,20.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.0,1195.0,534.0,2894.0,921.0,31.0,3.0,26.0,639.0,1084.0,168.0,347.0
48309003300,Texas,McLennan,0,1755,557,0,270.0,15.38,0,0,0,0,0,1,57.7,21250.0,0,0,0,0,0,0,0,0,,,,,,,1755.0,100.0,1361.0,77.56,491.0,27.98,31.0,1.77,1220.0,69.52,347.0,19.77,9.0,0.51,0.0,0.0,15.0,0.85,164.0,9.34,265.0,15.1,36.0,6.46,160.0,28.8,1755.0,100.0,1361.0,77.56,491.0,27.98,31.0,1.77,1220.0,69.52,347.0,19.77,9.0,0.51,0.0,0.0,15.0,0.85,164.0,9.34,265.0,15.1,36.0,6.46,160.0,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0,491.0,31.0,1220.0,347.0,9.0,0.0,15.0,164.0,265.0,39.0,159.0
48309003400,Texas,McLennan,0,6533,2412,0,37.0,0.57,0,0,0,0,0,0,13.4,63235.0,0,0,0,0,0,0,0,0,,,,,,,6420.0,98.27,2490.0,38.12,1533.0,23.47,879.0,13.45,5594.0,85.63,408.0,6.24,34.0,0.52,6.0,0.09,31.0,0.47,347.0,5.32,710.0,10.87,84.0,3.5,244.0,10.1,5956.0,91.17,2256.0,34.53,1402.0,21.47,823.0,12.59,5183.0,79.33,392.0,5.99,32.0,0.49,6.0,0.09,30.0,0.46,314.0,4.81,656.0,10.04,75.0,3.12,228.0,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431.0,1567.0,893.0,5696.0,410.0,35.0,6.0,31.0,355.0,720.0,84.0,246.0
48309003500,Texas,McLennan,0,4012,1503,0,54.0,1.35,0,0,0,0,0,0,14.3,69293.0,0,0,0,0,0,0,0,0,265.0,265.0,,111.0,111.0,,4012.0,100.0,1393.0,34.72,1015.0,25.3,637.0,15.88,3592.0,89.53,114.0,2.84,9.0,0.22,0.0,0.0,17.0,0.42,280.0,6.98,414.0,10.32,57.0,3.79,185.0,12.32,4012.0,100.0,1393.0,34.72,1015.0,25.3,637.0,15.88,3592.0,89.53,114.0,2.84,9.0,0.22,0.0,0.0,17.0,0.42,280.0,6.98,414.0,10.32,57.0,3.79,185.0,12.32,265.0,6.61,111.0,2.77,63.0,1.56,31.0,0.77,218.0,5.44,5.0,0.13,2.0,0.05,0.0,0.0,1.0,0.03,38.0,0.96,35.0,0.88,2.0,0.13,13.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.0,1015.0,637.0,3592.0,114.0,9.0,0.0,17.0,280.0,414.0,54.0,175.0
48309003601,Texas,McLennan,0,3174,1094,0,357.0,11.25,0,0,0,0,0,0,15.8,58398.0,0,0,0,0,0,0,0,0,,,,,,,1649.0,51.95,528.0,16.63,465.0,14.65,218.0,6.87,1264.0,39.81,304.0,9.59,3.0,0.1,0.0,0.0,6.0,0.2,72.0,2.25,132.0,4.16,36.0,3.27,120.0,10.97,897.0,28.27,161.0,5.09,213.0,6.72,113.0,3.56,819.0,25.82,45.0,1.41,1.0,0.03,0.0,0.0,0.0,0.0,32.0,1.01,51.0,1.6,7.0,0.66,68.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.0,998.0,438.0,2296.0,692.0,7.0,0.0,20.0,159.0,336.0,95.0,219.0
